"@UPDATE plu;;;;;;"
"1;0;1;0;0;Divers;2000000;0"
1;54544;Recordset('pos.category', [12]);1.35;0;1/2 CREME UHT 1L VITALAIT;1030100000001
1;False;Recordset('pos.category', [13]);3.9;0;A. rouge  poudre 100 gr;202000000329
1;False;Recordset('pos.category', []);7.5;0;AATERCHEYA;5007001
1;157;Recordset('pos.category', []);17.5;0;CHAMIA VRAC;2020157000003
1;False;Recordset('pos.category', []);15.0;0;MLOUKIA;2020001
1;46;Recordset('pos.category', []);18.5;0;ZBIB ASFER  زبيب أصفر;2020046000008
